id,Majority protein IDs,Gene names,Protein names,Reverse,Potential contaminant,Fasta headers,Only identified by site,FGFR2-APEX_UT_Proximal_R1,FGFR2-APEX_UT_Proximal_R2,FGFR2-APEX_UT_Proximal_R3,FGFR2-APEX_UT_Global_R1,FGFR2-APEX_UT_Global_R2,FGFR2-APEX_UT_Global_R3,FGFR2-APEX_FGF10_Proximal_R1,FGFR2-APEX_FGF10_Proximal_R2,FGFR2-APEX_FGF10_Proximal_R3,FGFR2-APEX_FGF10_Global_R1,FGFR2-APEX_FGF10_Global_R2,FGFR2-APEX_FGF10_Global_R3,GFP-APEX_UT_Proximal_R1,GFP-APEX_UT_Proximal_R2,GFP-APEX_UT_Proximal_R3,GFP-APEX_UT_Global_R1,GFP-APEX_UT_Global_R2,GFP-APEX_UT_Global_R3,GFP-APEX_FGF10_Proximal_R1,GFP-APEX_FGF10_Proximal_R2,GFP-APEX_FGF10_Proximal_R3,GFP-APEX_FGF10_Global_R1,GFP-APEX_FGF10_Global_R2,GFP-APEX_FGF10_Global_R3,RAB11-APEX_FGF10_Proximal_R1,RAB11-APEX_FGF10_Proximal_R2,RAB11-APEX_FGF10_Proximal_R3,RAB11-APEX_FGF10_Global_R1,RAB11-APEX_FGF10_Global_R2,RAB11-APEX_FGF10_Global_R3,FGFR2-APEX_UT_Proximal_medianNormalised,FGFR2-APEX_FGF10_Proximal_medianNormalised,RAB11-APEX_FGF10_Proximal_medianNormalised,Regulated
2337,O14818,PSMA7,Proteasome subunit alpha type-7,NA,NA,"sp|O14818|PSA7_HUMAN Proteasome subunit alpha type-7 OS=Homo sapiens (Human) OX=9606 GN=PSMA7 PE=1 SV=1;tr|H0Y586|H0Y586_HUMAN Isoform of O14818, Proteasome endopeptidase complex (Fragment) OS=Homo sapiens (Human) OX=9606 GN=PSMA7 PE=1 SV=1",NA,8.75933465082377,8.755291277655147,8.753627599847274,9.01467549940526,8.961816269976882,9.01680307014627,8.761133490181784,8.704160347172063,8.704707490526541,8.791427845875146,8.898915787555081,9.02516159307092,8.39598533130155,8.396615141676255,8.385634064618419,8.986876772814087,9.011179396139536,8.94608303884575,8.335574532500138,8.33599111389298,8.366525176698513,8.971045652339027,8.981830600604315,8.958287808203437,8.458203403477308,8.497189868549224,8.460339209553705,8.961567971218042,8.954234142009724,8.934050781596744,0.5333302526141149,0.6202785760973979,-1.153608828711513,+
2340,O14841,OPLAH,5-oxoprolinase,NA,NA,sp|O14841|OPLA_HUMAN 5-oxoprolinase OS=Homo sapiens (Human) OX=9606 GN=OPLAH PE=1 SV=3,NA,7.505829924278805,7.45725149002973,7.527301284907699,7.3938944585946915,7.420154193930768,7.441473917240735,7.456885952546652,7.469406489385043,7.468228228351014,7.401606329314085,7.352040206561117,7.350993382687021,7.872204239090385,7.836624427303691,7.839435401972681,7.568924103361851,7.688975132621401,7.699216978226208,7.898130873528889,7.860940916062717,7.852590309149097,7.6615115424206754,7.641037742651763,7.574973379796045,7.635796310222024,7.6707368185318465,7.654242586231539,7.371385244329409,7.320318231089354,7.36343951667926,-0.24392018792153428,-0.8554738968760731,1.099394084797617,
2343,Q5VV89,MGST3,Microsomal glutathione S-transferase 3,NA,NA,"tr|Q5VV89|Q5VV89_HUMAN Isoform of O14880, Microsomal glutathione S-transferase 3 OS=Homo sapiens (Human) OX=9606 GN=MGST3 PE=1 SV=1;sp|O14880|MGST3_HUMAN Microsomal glutathione S-transferase 3 OS=Homo sapiens (Human) OX=9606 GN=MGST3 PE=1 SV=1;tr|Q5VV87|Q5",NA,7.894052144198292,7.881400286056625,7.899199525075526,7.733370082743447,7.715262227465199,7.783982462249763,8.04876682060557,7.957341238931331,8.003059298242096,7.900054269008601,7.992780732326185,7.984356100575492,8.464764920317503,8.35868756815611,8.495294829831801,7.966053571558933,7.862249394822181,7.79643552891853,8.326094778140023,8.343745491128695,8.176299777540406,7.841705208447497,7.864730957101819,7.7662137360383054,8.326013005496437,8.32908314487527,8.222090174918451,7.844532811440566,7.885322924562495,7.803889408253779,-0.9461644897693712,-0.10013635977203944,1.0463008495414072,
2345,O14908,GIPC1,PDZ domain-containing protein GIPC1,NA,NA,"sp|O14908|GIPC1_HUMAN PDZ domain-containing protein GIPC1 OS=Homo sapiens (Human) OX=9606 GN=GIPC1 PE=1 SV=2;sp|O14908-2|GIPC1-2_HUMAN Isoform of O14908, Isoform 2 of PDZ domain-containing protein GIPC1 OS=Homo sapiens (Human) OX=9606 GN=GIPC1 PE=1 SV=2;tr",NA,7.620785461423487,7.593557757674429,7.605724063922276,7.656216209251954,7.671303253093682,7.697715837483127,7.65036327153271,7.6097039059936415,7.536423323610957,7.632535987309906,7.641492957243358,7.596837874591514,7.257512078379733,7.1739672024326,7.136942658085935,7.337350092940534,7.350420815636912,7.358654133883499,7.1491606311530855,7.195030722860579,7.058991712285853,7.366476869960232,7.1948182321516105,7.378247106442912,7.240500749033986,7.229249462452739,7.16587751358698,7.542171414100346,7.611959438039756,7.54655209035465,0.5042716831543492,0.6474654879997163,-1.1517371711540654,
2347,O14920,IKBKB,Inhibitor of nuclear factor kappa-B kinase subunit beta,NA,NA,"sp|O14920|IKKB_HUMAN Inhibitor of nuclear factor kappa-B kinase subunit beta OS=Homo sapiens (Human) OX=9606 GN=IKBKB PE=1 SV=1;tr|A0A499FJS7|A0A499FJS7_HUMAN Isoform of O14920, Inhibitor of nuclear factor kappa-B kinase subunit beta OS=Homo sapiens (Human",NA,6.36149829575634,6.477281706710823,6.323026914962202,6.828863508000623,6.891475644485142,6.86548938136373,6.579444919917793,6.58009771718287,6.6656338020812775,6.787653043568668,6.862377521525869,6.877571235058801,6.903151353646918,6.914132384360123,6.914791507114031,6.866197230913261,6.987209047403505,6.926473805209087,6.680554992097525,6.693049882110956,6.774185022727353,6.976387995604932,6.966312316046215,7.005893429635336,6.927876671958822,7.036313190824413,6.898341371497033,6.907251036047906,6.860345025597818,6.972720160505535,-1.0305479735319985,0.0641884564207922,0.9663595171112082,
2349,O14925,TIMM23,Mitochondrial import inner membrane translocase subunit Tim23,NA,NA,sp|O14925|TIM23_HUMAN Mitochondrial import inner membrane translocase subunit Tim23 OS=Homo sapiens (Human) OX=9606 GN=TIMM23 PE=1 SV=1;sp|Q5SRD1|TI23B_HUMAN Putative mitochondrial import inner membrane translocase subunit Tim23B OS=Homo sapiens (Human) OX,NA,7.790460546279359,7.877170704772285,7.87559550036721,7.644563753142702,7.627482164336432,7.610127520226182,7.897979194493209,7.9399941463138,7.885591276599889,7.621763833212193,7.609201362092085,7.773644697432842,7.930369832331789,7.898624216745928,7.943119051530343,7.592566049901365,7.601141393272167,7.591066191070027,7.856531811953292,7.941783193207725,7.972273035104832,7.529641119120713,7.500261472696567,7.496222922837091,8.052065072542531,8.075183509471062,8.084455728894238,7.51152254307865,7.57307131005327,7.570488479603897,-0.6288550367308344,-0.5242655167098211,1.1531205534406388,
2350,O14929,HAT1,Histone acetyltransferase type B catalytic subunit,NA,NA,"sp|O14929|HAT1_HUMAN Histone acetyltransferase type B catalytic subunit OS=Homo sapiens (Human) OX=9606 GN=HAT1 PE=1 SV=1;sp|O14929-2|HAT1-2_HUMAN Isoform of O14929, Isoform B of Histone acetyltransferase type B catalytic subunit OS=Homo sapiens (Human) OX",NA,7.810725669689342,7.862517814980862,7.832462238388069,8.155095140266571,8.11681523620789,8.122701664604852,7.866459294324249,7.968338375174576,7.972997453625649,8.106515467615793,8.170667288076379,8.127281604422636,7.886008720590119,7.870704163203587,7.834882394800326,8.207262709433513,8.136724319043237,8.126652083940325,7.82618048127986,7.84802074603835,7.836026437419322,8.150845852801652,8.316877463407927,8.149725721698424,7.739127198405669,7.765256089166638,7.72603703839474,8.175777941679385,8.173014472176455,8.201491413066556,-0.31237523469205797,1.1189005987497862,-0.8065253640577283,
2351,O14933,UBE2L6,Ubiquitin/ISG15-conjugating enzyme E2 L6,NA,NA,"sp|O14933|UB2L6_HUMAN Ubiquitin/ISG15-conjugating enzyme E2 L6 OS=Homo sapiens (Human) OX=9606 GN=UBE2L6 PE=1 SV=4;sp|O14933-2|UB2L6-2_HUMAN Isoform of O14933, Isoform 2 of Ubiquitin/ISG15-conjugating enzyme E2 L6 OS=Homo sapiens (Human) OX=9606 GN=UBE2L6",NA,5.231406508953546,5.704406513244786,3.5532832426064207,6.971081106082152,6.7932627431667765,6.849390777191169,7.233891940856885,7.307330475033696,7.176726148623884,7.018579913162952,6.883237146847428,7.173883721238752,7.359743758846522,7.40052145830203,7.49738992207181,6.9008995469179695,6.743490489077753,6.83991056251463,7.48444455785501,7.47216312652651,7.16880171520241,6.953284402913334,6.743914435912048,6.75608848333624,7.867483226250473,7.538999383114361,7.397098263194839,6.774727704097718,7.060141130158518,6.987092832911885,-1.1457044670081364,0.4482691058013122,0.6974353612068244,+
2356,O14964,HGS,Hepatocyte growth factor-regulated tyrosine kinase substrate,NA,NA,"sp|O14964|HGS_HUMAN Hepatocyte growth factor-regulated tyrosine kinase substrate OS=Homo sapiens (Human) OX=9606 GN=HGS PE=1 SV=1;sp|O14964-2|HGS-2_HUMAN Isoform of O14964, Isoform 2 of Hepatocyte growth factor-regulated tyrosine kinase substrate OS=Homo s",NA,7.303121773442824,7.307861638012939,7.314845001348841,7.426003355393588,7.604281231706755,7.515000931921674,7.607616816198291,7.420105276035756,7.489300126097076,7.586567306551255,7.54029897920455,7.568324479266401,7.398333064692364,7.495284589093197,7.459727038717612,7.690146974950473,7.6043529474811375,7.485477071915299,7.533807329605258,7.601920717496046,7.634357812337031,7.668756334074743,7.6707986414174,7.698512179827599,6.972839500469745,7.030054198464541,7.097670594183474,7.549768706202323,7.644789787359164,7.741303273261035,0.4923595296064126,0.6583568957055373,-1.1507164253119533,
2357,O14965,AURKA,Aurora kinase A,NA,NA,"sp|O14965|AURKA_HUMAN Aurora kinase A OS=Homo sapiens (Human) OX=9606 GN=AURKA PE=1 SV=2;tr|A3KFJ0|A3KFJ0_HUMAN Isoform of O14965, Protein kinase domain-containing protein OS=Homo sapiens (Human) OX=9606 GN=AURKA PE=1 SV=1;tr|Q5QPD4|Q5QPD4_HUMAN Isoform of",NA,7.027880371212921,7.197973941022386,7.275205933948263,7.205549100760339,7.243035488274355,7.293836035797652,7.367871539611615,7.363768212102322,7.449438591537409,7.281909811503309,7.376434442387908,7.338244009033964,7.227148730152844,7.299039003755936,7.242682183016804,7.087743265747509,7.345853980841586,7.397932692644977,7.223925990896935,7.226736604102276,7.16314277685513,7.326835363350037,7.276759313785295,7.384256198353309,7.362256510953231,7.379750025318509,7.3589908468581635,7.001814474854886,7.1199047207182655,7.182855030125436,-1.154304976033559,0.6033253122460458,0.5509796637874907,+
2359,O14967,CLGN,Calmegin,NA,NA,"sp|O14967|CLGN_HUMAN Calmegin OS=Homo sapiens (Human) OX=9606 GN=CLGN PE=1 SV=1;sp|O14967-2|CLGN-2_HUMAN Isoform of O14967, Isoform 2 of Calmegin OS=Homo sapiens (Human) OX=9606 GN=CLGN PE=1 SV=1",NA,6.205618386336809,6.070269409256522,6.296491332338496,7.229024603438932,7.111673021727471,7.304040068657477,6.723954599526196,7.060532556664143,6.9408084254105225,7.277753307491157,7.245603304415411,7.419867726620244,7.225381063459904,7.199151701049867,7.149748322607682,7.700579080112486,7.880502508389894,7.879793930791111,6.986560263741319,7.014432051034097,7.004617751444608,7.789768557773469,7.845840310277719,7.532180171705295,7.199071198406548,7.144750955918758,7.137497797949331,7.557618316872277,7.59817818188145,7.597503535487309,-1.1372667325193706,0.3955198649706852,0.7417468675486841,+
2361,O14974-4,PPP1R12A,Protein phosphatase 1 regulatory subunit 12A,NA,NA,"sp|O14974-4|MYPT1-4_HUMAN Isoform of O14974, Isoform 4 of Protein phosphatase 1 regulatory subunit 12A OS=Homo sapiens (Human) OX=9606 GN=PPP1R12A PE=1 SV=1;sp|O14974|MYPT1_HUMAN Protein phosphatase 1 regulatory subunit 12A OS=Homo sapiens (Human) OX=9606",NA,7.365711213147605,7.485355240888158,7.490885937245116,7.979849161416763,7.955430375262389,7.885322924562495,7.4970439651809135,7.5906233636327,7.550651808648919,7.866654277931632,7.840098302053514,7.988587271582337,7.883583889973368,7.8875383714387874,7.895847618246806,8.099580960203626,8.004912247739249,7.958643700823422,7.586050571704687,7.722573399237013,7.578710040263097,7.959289192002779,7.998016227186477,8.017445965774447,7.283863015785276,7.151039818661528,7.257790494259639,7.775661233600992,7.6095179824261745,7.677313467218594,-0.7258191133492249,1.1406562770294506,-0.4148371636802302,
2362,O14975,SLC27A2,Very long-chain acyl-CoA synthetase,NA,NA,"sp|O14975|S27A2_HUMAN Very long-chain acyl-CoA synthetase OS=Homo sapiens (Human) OX=9606 GN=SLC27A2 PE=1 SV=2;sp|O14975-2|S27A2-2_HUMAN Isoform of O14975, Isoform 2 of Very long-chain acyl-CoA synthetase OS=Homo sapiens (Human) OX=9606 GN=SLC27A2 PE=1 SV=",NA,7.981672292989555,8.056810322237933,8.0442923646858,8.067325225524895,8.04452842900589,8.028033832977533,8.148773699659934,8.17502154305003,8.16201751225839,8.086443990674695,8.059798285940033,8.122723059585834,8.021633747821173,8.005706381506185,8.036301647625024,8.263162375234945,8.249978326437638,8.263333430333164,8.010250967151398,7.918388197993054,7.949747230121235,8.303694944202936,8.28374466784128,8.303251859574434,7.713085237892205,7.673957923135544,7.678262529534462,7.831701417723559,7.814103966925463,7.8227037546990354,0.1424008862486233,0.921166167910494,-1.0635670541591171,
2363,O14976,GAK,Cyclin-G-associated kinase,NA,NA,"sp|O14976|GAK_HUMAN Cyclin-G-associated kinase OS=Homo sapiens (Human) OX=9606 GN=GAK PE=1 SV=2;sp|O14976-2|GAK-2_HUMAN Isoform of O14976, Isoform 2 of Cyclin-G-associated kinase OS=Homo sapiens (Human) OX=9606 GN=GAK PE=1 SV=2",NA,7.769310538497624,7.753496259172467,7.748113436243224,7.83682595200594,7.826001836519724,7.820310361007141,7.819970886104445,7.822132479906305,7.8166586662939634,7.828240833102242,7.8352406536505965,7.83141541939081,7.860364425977306,7.872789782271602,7.895185888604102,7.619158461279305,7.700260873234806,7.699581699467886,7.785417763908722,7.830221320036704,7.867186024586783,7.7041821050994335,7.652827008902049,7.652089524507255,7.844698206470783,7.870247048985016,7.859338867252501,7.701350857081284,7.727161747645693,7.731535141182481,-1.1158453764305962,0.3006935648177812,0.8151518116128037,+
2365,O14980,XPO1,Exportin-1,NA,NA,sp|O14980|XPO1_HUMAN Exportin-1 OS=Homo sapiens (Human) OX=9606 GN=XPO1 PE=1 SV=1,NA,8.900993589514899,8.927941272979602,8.887704240652115,8.963830637817045,8.854401867690886,8.938226094448895,8.98452887885203,8.970195746643595,8.983582918115497,8.947829211708658,8.873745655878837,8.900653120238706,8.546820197741495,8.622761949472286,8.621858049045684,8.87427735107396,8.8208753324182,8.955628298438613,8.735282426720456,8.729789940368022,8.743164315069153,8.929855321326459,8.832910962248363,8.769142536399418,8.866786322179681,8.692825516518864,8.708746345654339,8.848889525209268,8.886900964228602,8.81587922694224,0.676132001611128,0.47257210420677587,-1.1487041058179035,+
2366,O15013-7,ARHGEF10,Rho guanine nucleotide exchange factor 10,NA,NA,"sp|O15013-7|ARHGA-7_HUMAN Isoform of O15013, Isoform 3 of Rho guanine nucleotide exchange factor 10 OS=Homo sapiens (Human) OX=9606 GN=ARHGEF10 PE=1 SV=4;sp|O15013-4|ARHGA-4_HUMAN Isoform of O15013, Isoform 4 of Rho guanine nucleotide exchange factor 10 OS",NA,7.118319533203906,7.1510122769348285,7.16960918430484,7.179085211733383,7.247344173348197,7.2257200342255565,7.093192026440331,7.155758250175474,7.134895902204827,7.218137214292735,7.275883876015672,7.220252114203211,7.36709441627172,7.346562862976671,7.265582797307792,7.18615945430589,7.253035957213972,7.241839794025424,7.219811052301131,7.200716306836591,7.142449568632137,7.263654797115008,7.29399179728874,7.272695307796966,7.044044898535933,7.133181245800764,7.141281187932083,7.299564697026586,7.181463490204128,7.1994857161175165,-1.1546190579366604,0.5891890612439808,0.5654299966926905,+
2370,O15020-2,SPTBN2,"Spectrin beta chain, non-erythrocytic 2",NA,NA,"sp|O15020-2|SPTN2-2_HUMAN Isoform of O15020, Isoform 2 of Spectrin beta chain, non-erythrocytic 2 OS=Homo sapiens (Human) OX=9606 GN=SPTBN2 PE=1 SV=3;sp|O15020|SPTN2_HUMAN Spectrin beta chain, non-erythrocytic 2 OS=Homo sapiens (Human) OX=9606 GN=SPTBN2 PE",NA,7.018537206794282,7.010354409306765,7.04705749330628,7.161546976239397,7.234711987677096,7.228484693862194,7.184937947455444,7.214706284721779,7.191713199433268,7.23358484516269,7.216822615270496,7.307635274926024,6.810148404565987,6.846352373703203,6.813703649551638,6.928894451652868,6.97302483985851,7.030542803693625,5.582962724803794,6.697682900895647,7.485186207560745,6.784566194998326,6.987456214535316,6.967046352091624,6.868082226845165,6.925344687096415,6.849001090627565,7.157700982411038,6.961800895436248,7.104011519216063,-0.48853649227981694,1.1503582371359489,-0.6618217448561237,
2373,O15027-5,SEC16A,Protein transport protein Sec16A,NA,NA,"sp|O15027-5|SC16A-5_HUMAN Isoform of O15027, Isoform 5 of Protein transport protein Sec16A OS=Homo sapiens (Human) OX=9606 GN=SEC16A PE=1 SV=4;sp|O15027|SC16A_HUMAN Protein transport protein Sec16A OS=Homo sapiens (Human) OX=9606 GN=SEC16A PE=1 SV=4;tr|F1T",NA,8.04471055503503,8.080348159296703,8.099687613143685,8.182022842319675,8.272411612771032,8.221049756208847,8.278758845547529,8.329843722298854,8.265202220465312,8.249045645622449,8.26474889746497,8.273238705094867,8.442757573561218,8.45058626910839,8.442683127788309,8.20574933972974,8.211824279392617,8.234914586675485,8.380541329373324,8.44973802040214,8.462549780114239,8.155512314506407,8.17982864089779,8.189658732037765,8.395305924369303,8.472314592726246,8.453065381065954,8.292512508406142,8.278181685050768,8.25798003479815,-1.0154832738113764,0.03172137425188417,0.9837618995594924,
2374,O15031,PLXNB2,Plexin-B2,NA,NA,sp|O15031|PLXB2_HUMAN Plexin-B2 OS=Homo sapiens (Human) OX=9606 GN=PLXNB2 PE=1 SV=3,NA,7.712067862774937,7.751453189155655,7.700098040382808,7.9777453086407935,8.04346382852554,8.0003416516459,7.908509865762465,7.894717525087093,7.85298067332536,7.956981019622932,8.002161662739214,8.025357961596251,7.714463321797536,7.732264984033801,7.736497942211333,8.078606459344869,8.117065024578634,8.102940435520358,7.572523666140529,7.583272241021288,7.599969305134609,8.144011954374491,8.133384367843641,8.127014134362861,7.849840354653581,7.724921923291425,7.796500173484679,8.056751743478877,7.979378793511494,8.077242372549744,-1.1055535756710373,0.8414175134629688,0.2641360622080586,+
2379,O15061,SYNM,Synemin,NA,NA,"sp|O15061|SYNEM_HUMAN Synemin OS=Homo sapiens (Human) OX=9606 GN=SYNM PE=1 SV=2;tr|A0A075B7B1|A0A075B7B1_HUMAN Isoform of O15061, IF rod domain-containing protein OS=Homo sapiens (Human) OX=9606 GN=SYNM PE=1 SV=1;sp|O15061-2|SYNEM-2_HUMAN Isoform of O15061",NA,6.40509044652379,6.545917520770007,6.375418544226037,6.305192170433819,6.346164327416817,6.368820931267548,6.1770956074319185,6.339004955720836,6.37037075988708,6.378776543995563,6.405060706658494,6.301454515064023,7.116967255336017,7.0977227698351815,7.116955961600722,6.1665905668287255,6.334263071785079,6.2439764560189595,7.151431408215664,7.125691129965232,7.127543184210073,6.062183086394216,6.08762693684943,6.386819767024034,7.134678248381164,7.169442795222579,7.093829948463748,6.403927600618392,6.492838089290215,6.66294635581494,-0.4891228530904092,-0.6612912799907562,1.1504141330811637,
2381,O15066,KIF3B,Kinesin-like protein KIF3B,NA,NA,sp|O15066|KIF3B_HUMAN Kinesin-like protein KIF3B OS=Homo sapiens (Human) OX=9606 GN=KIF3B PE=1 SV=1,NA,6.9304378724690325,7.046630441966082,6.95896814096865,7.045442842783964,7.0747386486978305,7.033385859826258,6.986973086589449,7.175928123624439,7.117769504048874,7.128232878994341,7.03556886085803,7.115130480107661,7.36920990408947,7.3154745310079985,7.275226738481883,7.195096993692403,7.0627222209043,7.067665103279271,7.270053956284819,7.24903699202339,7.200043240522089,7.054908755428296,7.128279931017105,7.132566620877958,7.14940712103214,7.2523971038210755,7.326094987401839,7.056581921761568,6.988677889486372,7.021991497685561,-1.0710048994624493,0.1617225960799401,0.9092823033825048,
2387,O15111,CHUK,Inhibitor of nuclear factor kappa-B kinase subunit alpha,NA,NA,sp|O15111|IKKA_HUMAN Inhibitor of nuclear factor kappa-B kinase subunit alpha OS=Homo sapiens (Human) OX=9606 GN=CHUK PE=1 SV=2,NA,7.143672496976544,7.2892111794613665,7.267320630842424,7.617784072797225,7.618406232510762,7.586612181326488,7.511524313416686,7.674509194582626,7.629183465745778,7.5472843672709375,7.604527365269579,7.611758467763184,7.77812019122396,7.822891565119068,7.783602064214584,7.633216041273284,7.654060747063515,7.657423374459982,7.692014855307186,7.510426782221028,7.512380693410497,7.703729615693802,7.671823750831865,7.733237593372107,7.910000594009952,7.84842901475898,7.666371825467577,7.75250714578879,7.72878112097551,7.740468122705994,-1.117000528249185,0.30505921591361057,0.8119413123355744,+
2389,O15118,NPC1,Niemann-Pick C1 protein,NA,NA,"sp|O15118|NPC1_HUMAN NPC intracellular cholesterol transporter 1 OS=Homo sapiens (Human) OX=9606 GN=NPC1 PE=1 SV=2;tr|K7EQ23|K7EQ23_HUMAN Isoform of O15118, SSD domain-containing protein (Fragment) OS=Homo sapiens (Human) OX=9606 GN=NPC1 PE=1 SV=1;sp|O1511",NA,7.374251306068994,7.368798169646896,7.437424601410733,7.708778186736718,7.74131199540787,7.698383572064894,7.781089464523657,7.767119912335616,7.772943708835747,7.816263324031616,7.880853005598386,7.840855537936741,7.440942821707198,7.407015613763179,7.394002948645345,7.75127429021955,7.800725569329012,7.83874432671882,7.301770050457056,7.283827204999032,7.273400098827396,7.846101246658549,7.832807339518198,7.799553231784651,7.250327060593695,7.345343799623521,7.39005541260342,7.728212673403231,7.731156924228807,7.743091093176758,-0.7377228220204793,1.1381622483961125,-0.4004394263756331,
2390,O15120,AGPAT2,1-acyl-sn-glycerol-3-phosphate acyltransferase beta,NA,NA,"sp|O15120|PLCB_HUMAN 1-acyl-sn-glycerol-3-phosphate acyltransferase beta OS=Homo sapiens (Human) OX=9606 GN=AGPAT2 PE=1 SV=1;sp|O15120-2|PLCB-2_HUMAN Isoform of O15120, Isoform 2 of 1-acyl-sn-glycerol-3-phosphate acyltransferase beta OS=Homo sapiens (Human",NA,5.551779336891141,6.176851175590149,3.8768807777548,6.62711209820579,6.64200194594992,6.643596396818095,6.878976737923071,6.841958420901016,6.840686087957428,6.58304018214006,6.738889761267439,6.564791887614551,7.010218485133499,7.1697417280613145,7.093145060592206,6.812375205611564,6.771249049084759,6.684765070742608,7.229856967986585,1.941672714043337,3.871950345974862,6.682356119870597,6.989694916761757,6.882829000686323,6.007116400209538,4.275542157097799,7.236359220788641,6.690727790438369,6.724403608003844,6.728544607560111,-1.129360351845799,0.7730281942937246,0.3563321575520749,+
2396,O15144,ARPC2,Actin-related protein 2/3 complex subunit 2,NA,NA,sp|O15144|ARPC2_HUMAN Actin-related protein 2/3 complex subunit 2 OS=Homo sapiens (Human) OX=9606 GN=ARPC2 PE=1 SV=1,NA,8.478460879642228,8.542226742693876,8.578268715246502,8.422483780509355,8.436228765879736,8.466869001400788,8.753712188755113,8.699551199201485,8.700051714937118,8.427264803789729,8.410314783353401,8.35596430543407,8.856298881835396,8.886804940512633,8.723760767002506,8.1518391478886425,8.393102923482163,8.381179775371816,8.758692282009555,8.790295976064261,8.848891075589307,8.246038401524672,8.149364185280014,8.387374541598463,8.6446411099825209,8.647783147700652,8.743690932644434,8.536408238903137,8.42165092110359,8.469363741745962,-1.1248968593893702,0.7881812181901666,0.33671564119921205,+
2397,O15145,ARPC3,Actin-related protein 2/3 complex subunit 3,NA,NA,"sp|O15145|ARPC3_HUMAN Actin-related protein 2/3 complex subunit 3 OS=Homo sapiens (Human) OX=9606 GN=ARPC3 PE=1 SV=3;tr|C9JZD1|C9JZD1_HUMAN Isoform of O15145, Actin-related protein 2/3 complex subunit 3 (Fragment) OS=Homo sapiens (Human) OX=9606 GN=ARPC3 P",NA,8.618763549998716,8.661502949236393,8.63704264657101,8.322642173223247,8.356156981047768,8.329751562929175,8.680330456827797,8.726428753497144,8.725806975307696,8.37361384793227,8.320716523627151,8.282743023780709,8.550297819627753,8.509949223887977,8.465950568746068,8.2447766165083,8.234496908128975,8.311870650146679,8.566157834591674,8.56905197621921,8.515944903644735,8.252797361092076,8.26355485988508,8.263058588397026,8.415598427366,8.478975476413881,8.531864798489153,8.295811559593455,8.358311516747623,8.257240253267723,0.45522390318751293,0.6913975143395671,-1.146621417527073,
2398,O15160,POLR1C,DNA-directed RNA polymerases I and III subunit RPAC1,NA,NA,"sp|O15160|RPAC1_HUMAN DNA-directed RNA polymerases I and III subunit RPAC1 OS=Homo sapiens (Human) OX=9606 GN=POLR1C PE=1 SV=1;tr|E7EQB9|E7EQB9_HUMAN Isoform of O15160, RPOLD domain-containing protein OS=Homo sapiens (Human) OX=9606 GN=POLR1C PE=1 SV=1;tr|",NA,7.791596657638879,7.868982409136909,7.8613019147455825,7.919176131863661,7.923548964108352,7.932788969228361,7.944912363552298,7.951745898048984,7.97095686868909,7.897339543311864,7.891157256583502,7.858916437898107,7.847650768521068,7.852406034089964,7.820576798076832,7.825998922667125,7.89766722033398,7.925045929951502,7.805852517185996,7.885611590560569,7.89304562147777,7.887614751727848,7.711448913976646,7.890343013299881,7.873054703924734,7.792782778204733,7.843475447898174,7.680653466602445,7.552179651489815,7.616382342179465,0.02115454487662246,0.9892548954395186,-1.0104094403161572,
2403,O15213,WDR46,WD repeat-containing protein 46,NA,NA,sp|O15213|WDR46_HUMAN WD repeat-containing protein 46 OS=Homo sapiens (Human) OX=9606 GN=WDR46 PE=1 SV=3,NA,7.075332149992579,7.103108729454129,7.040068775102971,6.843642727758273,6.775381960846651,6.910002230194664,7.318043948783395,7.375971900805419,7.241595309295021,7.019839105824903,6.81930581968386,6.803678593161259,7.152492950051668,7.227932308179512,7.154916861513134,6.68735100730049,6.483302180725376,6.539130269551669,7.109414886182828,7.341182687117671,6.891460728111247,4.388561528328081,3.9617820725123143,6.365224586357026,7.066000041097158,6.910602991710141,6.889494801456904,6.674644641651086,6.79480663453022,6.8098442249610445,-0.26737481164717597,1.106509605700051,-0.8391347940528713,
2404,O15226,NKRF,NF-kappa-B-repressing factor,NA,NA,"sp|O15226|NKRF_HUMAN NF-kappa-B-repressing factor OS=Homo sapiens (Human) OX=9606 GN=NKRF PE=1 SV=2;sp|O15226-2|NKRF-2_HUMAN Isoform of O15226, Isoform 2 of NF-kappa-B-repressing factor OS=Homo sapiens (Human) OX=9606 GN=NKRF PE=1 SV=2",NA,7.685175017203843,7.705452153824371,7.623749073061227,7.672987839519814,7.720775209841655,7.675677412452814,7.655075460650661,7.663374456204797,7.6166480717159,7.725015617048987,7.699592963493477,7.773202014460993,8.011454093067663,7.983968629875827,7.970111271148816,7.716519003845287,7.6721522721459,7.690100127538661,7.810941831391466,7.8657595299181695,7.782401797560997,7.498447976900369,7.512627403332286,7.597231249733482,7.868230445307176,7.931693318863259,7.909467310381549,7.637192159601937,7.621820749501592,7.7134344973627105,-0.8860675143028142,-0.19818638451050255,1.084253898813321,
